"well" "hyvin"
"kidnaps" "kidnappaa"
"anarchy" "anarkia"
"acceptable" "hyväksyttävä"
"chef" "keittiömestari"
"scientist" "tiedemies"
"brigitte" "Brigitte"
"shitless" "kauhusta kankeana"
"transferred" "siirretty"
"hailing" "tervehtivä"
"sheath" "tuppi"
"transparent" "läpinäkyvä"
"glimmering" "välkkyvä, heikko hehku"
"indoors" "sisätiloissa"
"ce" "mitä"
"windy" "tuulinen"
"surreal" "surrealismi"
"confronted" "kohdata"
"monumental" "monumentaalinen"
"blues" "blues-musiikki"
"pumpkins" "kurpitsat"
"venting" "ilmastointi (tai verb, RGB(204, 102, 153), tuulettamassa)"
"sophisticated" "hienostunut"
"catharsis" "puhdistus"
"hamburgers" "hampurilaiset"
"europeans" "eurooppalaiset, pelkkyyttä"
"fashionable" "muodikas"
"mozzarella" "mozzarella"
"toppings" "päälliset"
"cardiac" "sydänkohtaus-"
"imperfections" "epätäydellisyydet"
"spoon" "lusikka"
"espionage" "vakooja"
"reliable" "luotettava"
"mastered" "hallittu"
"bop" "tömähtää"
"bookbag" "kirjekassi"
"edging" "reunustaminen"
"limo" "limusiini"
"optics" "optiikka"
"strobe" "strobovalo"
"belle" "kaunis"
"offhand" "huomaamatta"
"racing" "kilpaileva"
"naught" "nolla/nollaksi muuttunut"
"scribbled" "sotkuisesti kirjoitettu"
"tolling" "soitteleminen"
"spells" "loihtii"
"remixes" "uudelleensovitukset"
"souvenir" "matkamuisto"
"indoctrination" "indoktrinaatio"
"upright" "pystyssä"
"heretics" "kerppinen"
"defiling" "saastuttava"
"barnes" "Barnes"
"haunting" "kummittelu"
"desensitised" "turtunut"
"zen" "zen"
"disturbed" "häiriintynyt"
"dominated" "hallita, dominoida"
"asia" "asia (Finnish translation not available)"
"khan" "johtaja"
"abuses" "väärinkäytökset"
"abu" "Abu"
"consequence" "seuraukset"
"detest" "inhota"
"homophobic" "homofobinen"
"erect" "pystyyn nostettu"
"shepard" "Shepard"
"breach" "rikkomus"
"impolite" "epäkohtelias"
"respectfully" "kunnioittavasti"
"irony" "ironia"
"violated" "loukattu"
"decency" "siveys"
"doctrine" "oppi"
"wipe" "pyyhkiä"
"linoleum" "linoleum"
"tanned" "ruskea"
"sunburned" "auringonpolttelema"
"patterns" "kuviot"
"areas" "alueet"
"chalk" "liitukynä"
"30th" "30:s"
"upgrade" "päivittää"
"equality" "tasa-arvo"
"separation" "erottaminen / erotus"
"communists" "kommunistit"
"viewed" "katseltu"
"contempt" "halveksinta"
"graceful" "sulokas"
"swans" "joutsenet"
"topple" "horjahtaa"
"furnaces" "uunit"
"component" "elementti"
"surroundings" "ympäristö"
"layers" "kerrokset"
"provoked" "provosoida"
"wax" "vaha"
"effigy" "nukke (usein poltettava)"
"meteorite" "meteoriitti"
"warsaw" "Varsova"
"damaged" "vahingoittunut"
"sponsored" "sponsoroitu"
"echoed" "kaikui"
"stockholm" "Tukholma"
"mazel" "onnea/mazeli"
"ambassador" "suurlähettiläs / noun, RGB(51, 204, 255), sanansaattaja"
"artwork" "taideteos"
"bombers" "pommittajat"
"israeli" "israelilainen"
"basin" "pesuallas"
"fluid" "neste"
"floated" "leijui"
"bomber" "pommituslentokone"
"oct" "lokakuu"
"commended" "ylisti"
"sharon" "sharonpuu"
"impulsive" "impulsiivinen"
"inebriated" "juopunut"
"diplomat" "diplomaatti"
"refusal" "kieltäytyminen"
"interpretations" "tulkinnat"
"provoke" "provosoida"
"flexibility" "joustavuus"
"commented" "kommentoitu"
"dammit" "hitto"
"instruct" "opastaa"
"lawyers" "lakimiehet"
"courtrooms" "oikeussalit"
"distinguished" "arvostettu"
"sinners" "syntiset"
"collective" "yhteinen"
"bruised" "ruhjottu"
"rosy" "ruusuinen"
"irrational" "järjetön"
"sappy" "suloinen"
"mutate" "muuntaa"
"swarm" "parvi, lauma"
"swifter" "pölyhuiska"
"dreamers" "uimapaikka"
"skulls" "kallokokoelma"
"homo" "homo-"
"evolutionary" "kehittyvä"
"superhuman" "superihmiset"
"apes" "apinat"
"appalled" "järkyttynyt"
"behave" "käyttäytyä"
"savagery" "raakuus"
"facade" "julkisivu"
"peeling" "kuorinta"
"dingy" "likainen"
"containers" "säiliöt; kontit"
"import" "tuoda"
"estate" "omaisuus"
"railroad" "rautatie"
"dispensing" "jakaminen"
"yorker" "yorkilainen"
"devoted" "omistautunut"
"abortion" "abortti"
"organise" "organisoida"
"outing" "retki"
"cliche" "klisee"
"galileo" "Galileo"
"sentenced" "tuomitsi"
"supplied" "toimittaa"
"credentials" "todistukset"
"undermined" "aliarvioida"
"agents" "agentit"
"suvs" "SUV:t"
"lacing" "pintavyöhyke"
"residual" "jäljellä oleva"
"voila" "oi la la"
"800" "kahdeksansataa"
"cheapest" "halvin"
"pah" "paha (mahdollisesti voimakkaalla ja intensiivisellä tavalla)"
"ree" "kiire"
"musing" "pohtiva"
"coalesce" "yhdistyä"
"sedate" "tainnuttaa"
"starbucks" "kahvila"
"randall" "Randall"
"noticeable" "huomattava"
"heartbeat" "sydämenlyönti"
"hick" "moukka"
"nascar" "NASCAR (or may refer to the color of the popular American auto racing sport)"
"fucker" "paskiainen"
"iq" "älykkyysosamäärä"
"unfortunate" "epäonninen"
"sneeze" "aivastaa"
"icky" "limainen"
"sneezes" "aivastaa"
"impeccable" "moitteeton"
"reset" "nollata"
"remark" "huomautus"
"gesture" "ele"
"pops" "isät"
"meaningless" "merkityksetön"
"gestures" "eleet"
"brooding" "synkkä, mietiskelevä"
"antithesis" "vastakohta"
"hunter" "metsästäjä"
"tucked" "piilossa"
"nightstand" "yöpöytä"
"shells" "ruudit"
"vibrant" "elävä/energinen"
"openness" "avoimuus"
"ethnic" "etninen"
"orientation" "suuntautuminen"
"484" "neljä sata kahdeksankymmentä neljä"
"glued" "liimattu"
"spots" "täplät, pilkut"
"chrome" "kromi"
"fathers" "isät"
"turquoise" "turkoosi"
"bel" "vyö"
"coupe" "coupé-mallinen auto"
"cu" "kanssa"
"crate" "laatikko"
"horsepower" "hevosvoima"
"carburetor" "kaasutin"
"bolted" "kiinnitetty"
"intake" "sisäänotto"
"bake" "leipoa"
"coeur" "sydän (ranskaksi)"
"interstate" "osavaltioiden välinen"
"mechanic" "mekaanikko"
"shaft" "kaidetolppa"
"pump" "pumppaa"
"corvette" "korveti"
"racecar" "kilpa-auto"
"1954" "1954"
"badger" "mäyrä- badger"
"racer" "kilpa-ajaja"
"stickers" "tarroja"
"downloading" "ladata"
"extensions" "laajennukset"
"customize" "mukauttaa"
"modify" "muokata"
"thx" "kiitos"
"1932" "vuonna 1932"
"deuce" "haaste"
"1973" "1973"
"peripheral" "sivuvaikutus / osa"
"euphoria" "euforia"
"panda" "pandakarhu"
"consumption" "kulutus"
"hives" "nokkosihottuma"
"untitled" "nimetön"
"interscope" "-kudelma"
"fl" "FL"
"tampa" "Tampa"
"nashville" "Nashville"
"tn" "TN"
"atlanta" "Atlanta"
"camden" "camden"
"cincinnati" "cincinnati"
"detroit" "Detroit"
"dallas" "Dallas"
"houston" "Houston"
"denver" "Denver"
"jacques" "jacques"
"angle" "kulma/linssin kulma"
"parachutes" "laskuvarjot"
"tripping" "kompastua"
"moose" "hirvi"
"malone" "Malone (surname)"
"3x" "kolminkertainen"
"stalked" "vaanittu"
"knifes" "veitset"
"minimal" "minimaalinen"
"purses" "laukut"
"tide" "vuoksi"
"mona" "Mona (nimi)"
"leonardo" "Leonardo"
"davinci" "Da Vinci"
"merchant" "kauppias"
"paintings" "maalaukset"
"triangle" "kolmio"
"francis" "Francis"
"louvre" "Louvre-museo"
"napoleon" "Napoleon, Ranskan sotilas ja keisari"
"1956" "tuhat yhdeksänsataa viisikymmentäkuusi"
"procedure" "menettelytapa"
"restoration" "palautus"
"alphabet" "aakkoset"
"deals" "kaupat"
"wether" "oinos"
"furry" "karvainen"
"slimy" "limainen"
"rabbits" "jänikset"
"possiblity" "mahdollisuus"
"advancement" "edistys"
"fanboy" "fanipoika"
"reflected" "heijastunut"
"shouted" "huutaminen"
"represented" "edustettuna"
"argued" "väittelivät"
"specifics" "yksityiskohdat"
"sticker" "tarra, tarralappu"
"insulting" "loukkaava"
"grumbling" "mutista"
"shutdown" "sulkeminen"
"expired" "umpeutunut"
"apocalypse" "maailmanloppu"
"visuals" "visuaaliset"
"dresser" "pukeutumispöytä"
"overflowing" "tulviva"
"hogging" "ahnaasti"
"realises" "tajuaa"
"shelf" "hylly"
"baskets" "korit"
"monstrous" "hirviömäinen"
"connect" "yhdistää"
"convincing" "vakuuttava"
"beanbag" "jättityyny"
"tower" "torni"
"nerf" "heikkenevä"
"darts" "tikapuut"
"outward" "ulkoisesti"
"mohawk" "tuplapallo"
"stink" "haju/haiskahtaa"
"judgments" "tuomioiden"
"eachother" "toisensa"
"dumbed" "tyhmennetty"
"opposable" "vastakkainen"
"crates" "laatikot"
"levers" "vipuvarret"
"exit" "uloskäynti"
"spin" "pyöriminen"
"psychic" "selvästiä"
"patrol" "partio"
"elements" "elementit"
"graphically" "kuvallisesti"
"brainstorm" "aivosähkömyrsky; verb, RGB(255, 222, 0), ryhmäkeskustella"
"mano" "käsi"
"tornado" "tornado"
"barn" "navetta"
"strewn" "siroteltu"
"3400" "3400"
"flexing" "vääntävä"
"growling" "muriseva, murina"
"discussed" "keskusteltu"
"mishaps" "vastoinkäymiset"
"critics" "kriitikot"
"shallow" "pinnallinen"
"excessive" "liiallinen"
"animated" "animoitu"
"coded" "salattu/vakoojatyyppinen"
"gta" "gta"
"shooter" "ampumahiihtäjä"
"asteroids" "asteroidit"
"simulator" "simulaattori"
"kidd" "Kidd (nimi)"
"gameplay" "pelattavuus"
"poke" "juttu"
"poking" "tökkiminen"
"eyeballs" "silmämunat"
"strict" "tiukka"
"immunity" "immuniteetti"
"resulting" "johtuen"
"greet" "tervehtiä"
"bobbing" "keinuminen"
"sighed" "huokaissut"
"gene" "geeni"
"browse" "selata"
"nam" "meille"
"impatient" "kärsimätön (Finnish)"
"squidi" "mustekala"
"grammer" "kielioppi"
"punctuation" "välimerkki"
"dome" "kuppikunta"
"unwanted" "ei-toivottu"
"wright" "työntekijä"
"banned" "kielletty"
"incapable" "kyvytön"
"fot" "jalka"
"wated" "haaskata"
"cave" "luola"
"skills" "taidot"
"unimportant" "merkityksetön"
"booth" "koju"
"bash" "pippalot"
"relating" "liittyvät"
"mori" "surujuhla"
"fractions" "murto-osat"
"pantomime" "pantomiimi"
"yielding" "antautuva, antelias"
"backstage" "kulissien takana"
"hacks" "hakkerit"
"baton" "tahtipuikko"
"sulking" "mököttämään"
"planets" "planeetat"
"parlor" "salonki"
"savant" "taituri"
"pike" "piika"
"entrusted" "luotettu"
"narcoleptic" "narkoleptinen"
"jonathan" "Jonathan"
"nolan" "Nolan (sukunimi)"
"dub" "tupla"
"crawled" "ryömi"
"collapsing" "romahtaa"
"startled" "häkeltynyt"
"horde" "lauma"
"whipped" "pieksetty"
"pursued" "jäljittänyt, seurannut"
"ammo" "ammukset"
"chucked" "heittää"
"rex" "kuningas"
"aaah" "aahh (ääntä jäljittelevä)"
"escaping" "pakeneminen"
"scrapes" "naarmut"
"mayonaise" "majoneesi"
"obsessing" "pakkosyöttö"
"rapidly" "nopeasti, vauhdikkaasti"
"elitist" "eliittimäinen"
"snobby" "ylpeilevä"
"comfortably" "mukavasti"
"gratifying" "tyydyttävä"
"toyin" "leikkiminen"
"lego" "lego"
"wednesdays" "keskiviikot"
"advertise" "mainostaa"
"portrait" "muotokuva"
"buh" "buu"
"smiley" "hymyilevä"
"wakes" "herätyksille"
"electives" "valinnaiset"
"chuckle" "nauru/nauraa"
"incorporate" "yhdistää, sisällyttää"
"schoolyard" "koulunpiha"
"ryhmes" "riimit"
"frantically" "hätäisesti"
"metaphorical" "vertauskuvallinen"
"swiftly" "nopeasti"
"prisoner" "vanki"
"haze" "usva/savu"
"finale" "loppuhuipennus"
"melt" "sulaa"
"pales" "kalvava"
"tiles" "laatoitus"
"platform" "alusta"
"netflix" "suoratoistopalvelu"
"disbanded" "hajottanut"
"smack" "täsmälleen"
"prejudice" "ennakkoluulo"
"trait" "piirre"
"sentences" "tuomitut, lausekkeet"
"travis" "Travis (name), Travis"
"digging" "kaivaminen"
"controller" "ohjain"
"mario" "Mario"
"bubble" "kupla"
"underlined" "alaviivattu"
"vertically" "pystyasennossa"
"imprint" "jälki, painomerkki"
"lining" "vuori, vuoritus"
"intended" "aiotut"
"holder" "haltija"
"linking" "linkitetty/yhdistely"
"persist" "jatkua"
"communicating" "kommunikointi"
"unnoticed" "huomaamaton"
"tetris" "tetris"
"distanced" "etääntynyt"
"verge" "reunus"
"miraculously" "ihmeellisesti"
"superhero" "superhahmo"
"1984" "1984 (book title)"
"julia" "Julia (henkilön nimi)"
"rescue" "pelastaa"
"hoorah" "hurraa"
"arena" "areena"
"lizard" "lisko"
"swords" "miekat"
"prints" "painokset"
"carefully" "huolellisesti"
"desks" "pulpetit"
"leprechauns" "haltiat"
"shaded" "varjostettu"
"leprechaun" "vihreä keiju"
"goggles" "suojalasit"
"doll" "nukke"
"traps" "ansat"
"demanded" "vaadittu"
"bragging" "kehuskeleminen"
"uncanny" "käsittämättömän omituinen"
"devon" "Devon (englantilainen maakunta)"
"athletic" "urheilullinen"
"matured" "kypsynyt"
"revolutionary" "vallankumouksellinen"
"stressing" "stressaava"
"comfy" "mukava"
"greenish" "vihertävä"
"screamed" "kirkui"
"slapped" "läimäyttää"
"dn" "lyhenne sanoista "
"pp" "henkilökohtainen palkka"
"ck" "ck merkkijono"
"vowels" "vokaalit"
"questioned" "kyseenalaistettu"
"kidnapped" "kidnappattu"
"216" "216"
"guru" "guru"
"staircase" "portaikko"
"upwards" "ylöspäin"
"nearer" "lähentävä"
"hurried" "kiireinen"
"dashed" "rikkoi"
"cluttered" "sotkuinen"
"sheets" "lakanat"
"rug" "matto"
"banging" "paukuttaminen"
"shivered" "värisyttävä"
"matress" "Mattress, tumman ruskea"
"thud" "jytinä"
"flatten" "murskata"
"yawn" "haukotella"
"geometry" "geometria"
"65" "65"
"alexa" "Alexa (naisen nimi)"
"sarcastically" "sarkastisesti"
"impressing" "tekemällä vaikutus"
"tha" "se"
"shrimpy" "pienikokoinen"
"sneaking" "hiiviskelevä"
"fireworks" "ilotulitus"
"tured" "väsynyt"
"suspected" "epäilty"
"bead" "helmi"
"aaaaaah" "aaaah/au ja e"
"whoah" "hämmästys, yllätys"
"cot" "pinnasänky"
"winters" "talvet."
"mumbled" "mumista"
"battered" "pahoinpidelty"
"anchor" "ankkuri"
"fainted" "pyörtyi"
"faintest" "heikoin"
"sympathy" "myötätunto"
"rope" "köysi"
"shivering" "väristys"
"dents" "hampaat"
"sturdy" "tukeva"
"lain" "lainata"
"gavin" "Gavin"
"hector" "Hektor"
"blacked" "mustaamaan"
"numbing" "puuduttava"
"audio" "äänen"
"seized" "tarttunut"
"faltered" "ontua"
"plunged" "syöksyi"
"godsend" "lahja Jumalalta"
"plank" "lauta"
"lumbering" "kankea"
"raft" "lautta / pelastusrengas"
"armored" "panssaroitu"
"abyss" "kuilu"
"admiral" "amiraali"
"splintered" "lohkeillen"
"dent" "kolhu"
"hull" "runko"
"cove" "poukama"
"clam" "simpukka"
"dove" "kyyhky"
"misses" "kaipaaminen"
"bashed" "hakattu"
"accross" "vastapäätä"
"slid" "liukui"
"surveyed" "tutkia"
"squished" "litistää"
"greeted" "tervehtiä"
"grinding" "jauhaminen/jauhaa"
"overjoyed" "ylitsevuotavan iloinen"
"shimmering" "välkkyvä"
"coin" "kolikko"
"paws" "tassut"
"rifle" "kivääri"
"rocketing" "kiihtyvä"
"bounced" "ponnahtanut"
"regain" "saada takaisin"
"gratification" "tyydytyksen tunne"
"coins" "kolikot"
"patted" "taputti"
"scratched" "raaputettu"
"cradled" "kehdattu"
"tickling" "kutitteleva"
"commotion" "hälinä"
"sooth" "rauhoittaja/lohduttaa"
"uneasy" "levoton"
"cannonball" "tykinkuula"
"soothed" "rauhoittunut"
"pictured" "kuvitella"
"calmly" "rauhallisesti, tyynesti"
"arrangement" "järjestely"
"drunken" "juopunut"
"trousers" "housut"
"bridge" "silta"
"cloths" "vaatteet"
"nude" "alaston"
"uniform" "uniformu/ sama"
"minuets" "minuutit"
"winds" "tuulet"
"navigator" "navigaattori"
"motel" "motelli"
"competitive" "kilpailukykyinen"
"lamplight" "lamppuvalo"
"swaying" "keinua"
"creaking" "nariseva"
"snoring" "kuorsaaminen"
"unconcious" "tietämätön"
"steadily" "tasaisesti"
"poisoning" "myrkyttävä"
"maze" "sokkelo"
"swirling" "pyörteilevä"
"snaps" "naposteltavaa"
"emerges" "ilmestyy"
"sleeveless" "hihaton"
"rightful" "oikeutettu"
"framed" "kehystetty"
"lid" "kansi"
"shuffles" "sekoittaa"
"handfuls" "kourallisia"
"locks" "lukot"
"breathes" "hengittää"
"retreats" "vetäytyminen"
"tomato" "tomaatti, punainen"
"inviting" "kutsuva"
"uk" "Iso-Britannia"
"preferable" "suositeltavampi"
"turbines" "turbiinit"
"tides" "vuorovedet, vuorot"
"operating" "toimiminen"
"propellers" "potkurit"
"predictable" "ennalta-arvattava"
"dioxide" "dioksidi"
"gas" "kaasu"
"coal" "hiili"
"earner" "ansaitsija"
"zealand" "Uusi-Seelanti"
"ailing" "sairas"
"scientists" "tiedemiesten"
"marine" "merivoimiin kuuluva"
"estimated" "arvioitu"
"offshore" "merellinen"
"miami" "Miami"
"prototype" "prototyyppi"
"generating" "tuottaa"
"canister" "kanisteri"
"delicate" "herkkä"
"equipment" "varusteet"
"generate" "luoda"
"transmitted" "välittää"
"prospects" "mahdollisuudet"
"alliances" "liittoumat"
"ltd" "osakeyhtiö"
"producer" "tuottaja"
"buoy" "poiju"
"portland" "Portland"
"ritt" "voimakas"
"existing" "olemassa oleva"
"agencies" "virastot"
"statutes" "säännöt"
"directs" "ohjaa"
"structures" "rakenteet"
"outer" "ulkoinen"
"continental" "mannermainen, manner-"
"minerals" "mineraalit"
"regulated" "säännelty"
"unresolved" "ratkaisematon"
"jurisdiction" "lainkäyttöalue"
"lease" "vuokra"
"regulation" "määräys"
"encompass" "käsittää, sisältää"
"regulate" "säätää"
"transfer" "siirto"
"uncertainty" "epävarmuus"
"llc" "llc (lyhenne esim. "
"revenues" "tulot"
"diem" "päivä"
"bureau" "virasto"
"authorize" "valtuuttaa"
"enacted" "voimaansaattaa"
"legislation" "lainsäädäntö"
"nantucket" "Nantucketin"
"delayed" "viivyttää"
"sanctuary" "turvapaikka"
"intentions" "aikeet"
"governments" "hallitukset"
"carolyn" "Karoliinaa"
"abroad" "ulkomailla"
"continuously" "jatkuvasti"
"regulations" "säännöt"
"enters" "astuu sisään"
"fray" "kahina"
"commission" "komissio"
"charged" "veloittaa, ladata"
"streams" "virtaukset"
"seabed" "merenpohja"
"ashore" "rannalla"
"underwater" "vedenalainen"
"tribe" "heimo"
"defines" "määrittelee"
"dam" "pato"
"reservoir" "säiliö"
"conduit" "putki"
"hydro" "hydroponinen"
"generated" "luotu"
"statute" "laki"
"engineers" "insinöörit"
"announcement" "ilmoitus"
"overturn" "kumota"
"saga" "saaga"
"unfolds" "avautuu"
"newcomer" "tulokas"
"upstate" "Alueella, yläkerrassa"
"ontario" "Ontario (Kanadan provinssi)"
"regional" "alueellinen"
"windmill" "tuulimylly"
"promoting" "edistäminen"
"approval" "hyväksyntä"
"manages" "hallitsee"
"annually" "vuosittain"
"combined" "yhdistetty"
"infrastructure" "infrastruktuuri"
"consensus" "konsensus"
"gov" "hallinto"
"pataki" "kohina"
"2013" "2013"
"solar" "auringonvalo-"
"tom" "Tom"
"monitoring" "valvonta"
"assess" "arvioida"
"merit" "ansio"
"fuels" "polttoaineet"
"indication" "merkintä"
"hydrogen" "vety"
"cells" "solut"
"extract" "poimia"
"sop" "helppo"
"warming" "lämpeneminen"
"anemic" "aneeminen"
"technologies" "teknologiat"
"dependence" "riippuvuus"
"nautical" "merenkulkuun liittyvä"
"audible" "kuultava"
"officials" "virkailijat"
"chosen" "valittu"
"360" "360"
"extend" "laajentaa"
"owns" "omistaa"
"squabble" "riidellä"
"jeopardizing" "vaarantaa"
"observer" "tarkkailija"
"nuke" "ydinpommi"
"foreseeable" "ennalta arvattava"
"seismic" "seisminen"
"ministers" "ministerit"
"awaited" "odotettu"
"rejecting" "hylkääminen"
"unveiled" "paljastava"
"patricia" "naisen nimi"
"trade" "vaihtaa"
"efficiency" "tehokkuus"
"operate" "toimia/leikata"
"southeast" "kaakko"
"northeast" "koillinen"
"materials" "materiaalit"
"clarification" "selvennys"
"constructing" "rakentaminen"
"leases" "vuokraukset"
"occupy" "miehittää"
"proceed" "jatkaa eteenpäin"
"reilly" "Reilly (nimi)"
"filed" "jätetty (esim. asiakirja)"
"district" "alue/piiri"
"approved" "hyväksytty"
"promoters" "mainostajat tai järjestäjät (slang-sanana)"
"satisfactory" "tyydyttävä"
"1986" "1986"
"established" "vakiintunut/perustettu"
"ownership" "omistajuus"
"workshop" "työpaja"
"subscription" "tilaus"
"conducting" "johtaminen"
"researchers" "tutkijat"
"congressional" "kongressin"
"constitution" "perustuslaki"
"denise" "denise"
"greene" "vihreä"
"nas" "NAS"
"registration" "rekisteröinti"
"evaluate" "arvioida"
"costs" "kustannukset"
"coastal" "rannikkoinen"
"preceding" "edellemennyt"
"barbara" "barbara"
"cubin" "Cuba"
"thermal" "lämpö-"
"derek" "Derek"
"deployed" "sijoittaa"
"declared" "julistettu"
"sponsors" "sponsorit"
"presentations" "esitykset"
"gains" "voitot"
"walter" "Walter"
"cronkite" "uutistenlukija (viittaus tunnettuun uutistenlukijaan Walter Cronkiteen)"
"romney" "romney"
"panel" "paneeli"
"assert" "väittää"
"saudi" "saudiarabialainen"
"arabia" "arabia"
"progresses" "edetä"
"expire" "vanhentua"
"economically" "financially, "
"reconsider" "harkita uudelleen"
"supplying" "hankkiminen"
"financed" "rahoittanut, sijoittanut"
"pose" "poseerata"
"obligation" "velvollisuus"
"certificates" "todistukset"
"additional" "lisää"
"factor" "tekijä"
"finance" "rahoittaa"
"francisco" "francisco"
"embark" "aloittaa, lähteä liikkeelle"
"examining" "tutkivana"
"opposing" "vastustaen"
"doreen" "Doreen"
"stamping" "leimaaminen"
"adverse" "haitallinen"
"preparation" "valmistelu"
"bid" "tarjota"
"complaint" "valitus"
"initiative" "aloite"
"brussels" "Belgia"
"meanwhile" "sillä välin"
"trends" "trendit"
"madison" "Madison"
"spills" "vuotaa"
"argues" "väittelee"
"obtaining" "hankkiminen"
"emission" "päästö"
"suggesting" "ehdottaa"
"resource" "resurssi"
"statutory" "lakisääteinen"
"quirk" "oikku"
"lands" "maat"
"eliminates" "poistaa"
"confer" "antaa"
"aesthetics" "esteettisyys, kauneuden aisti"
"shoreline" "rantaviiva"
"rigs" "porauslautat (referring to oil rigs)"
"lester" "Lester"
"delivers" "toimittaa"
"advances" "edistysaskeleet"
"turbine" "turbiini"
"speeds" "nopeudet"
"harness" "valjastaa"
"assessments" "arvioinnit"
