"hey" "hei"
"hand-in-hands" "käsi kädessä"
"re-wrote" "uuden kirjoittaminen"
"two-deep" "kahden kerroksen syvälle, mahdollisesti viittaa syvään ajatteluun tai toimintaan"
"late-eighties" "myöhäinen 1980-luku"
"baby-black" "vauvamainen musta"
"pecting" "odottava"
"pimp-ously" "pimpulaatua olevalla tavalla, mahdollisesti kerskaillen tai kehuskellen"
"rag-o" "rääsy"
"schwartz" "tumma, mahdollisesti viittaa synkkyyteen tai pimeyteen"
"chilens" "Chilen kansalainen"
"bull-pit" "härkäkuoppa, mahdollisesti viittaa petollisuuteen tai vaaraan"
"motherpumper" "äitipumppari, mahdollisesti loukkaava ilmaus äitiä kohtaan"
"thrashin" "huitominen, mahdollisesti viittaa väkivaltaisiin tai aggressiivisiin toimiin"
"rosss" "ruusu"
"miscues" "virhearviot, mahdollisesti viittaa epävarmuuteen tai virhelaskuihin"
"fraternitys" "veljeskunta, mahdollisesti viittaa jäsenyyteen tietyn ryhmän tai yhteisön sisällä"
"8732" "luku, mahdollisesti viittaa johonkin tärkeään tai merkitykselliseen"
"prob-ly" "mahdollisesti, epätarkka ilmaus, jossa on epävarmuutta tai arvaamattomuutta"
"internship" "harjoittelu, mahdollisesti viittaa työkokemuksen hankkimiseen tai urakehitykseen"
"midterm" "puolivälitentti, mahdollisesti viittaa jaksoon tai jaksolliseen arviointiin"
"sekaya" "sekava"
"broooo" "velikulta, ystävällinen tervehdys tai huudahdus"
"off-mutherfuckin" "vitun poissa, loukkaava ilmaus, jossa viitataan poissaoloon jostakin tai jostain"
"-how" "kuinka, yleensä kysymys tai hämmästys ilmaistaessaan"
"lobbyist" "lobbari, henkilö, joka pyrkii vaikuttamaan poliittiseen päätöksentekoon"
"in-inch" "sisään tuumassa tai tuumittain, mahdollisesti viittaa tarkuuteen tai yksityiskohtiin"
"whee-eels" "pyörät, mahdollisesti viittaa liikkuvaan tai kulkevaan asiaan"
"street-corner" "katunurkka, mahdollisesti viittaa katuelämään tai katukuvaan"
"airbrush" "ilmasivellä, mahdollisesti viittaa luovaan työhön tai taiteelliseen ilmaisuun"
"biggavel" "iso nuija, mahdollisesti voimakkuuteen tai vahvuuteen viittaava ilmaus"
"moroccan" "marokkolainen"
"tremont" "ravintola Clevelandissa, mahdollisesti viittaa tietylle paikalle tai alueelle."
"future-love" "tulevaisuuden rakkaus"
"sexyback" "seksikäs selkä"
"millennials" "miljardi-ikäiset"
"zip-locd" "paketoinut zip-lociin"
"c-cold" "C-virus"
"sevigny" "Sevigny (nimi)"
"uniqlo" "Uniqlo (brändi)"
"father-in-law" "appiukko"
"momager" "äiti-manageri"
"fun-filled" "hauska täyttämä"
"rohan" "Rohan (nimi)"
"digies" "digitaaliset asiat"
"trillville" "Trillville (yhtyeen nimi)"
"kreayshawn" "Kreayshawn (nimi)"
"puka" "kaukalo"
"rothchilds" "Rothchrilds (suku)"
"rewrote" "kirjoitti uudelleen"
"elvises" "Elvisit (Elvis Presleyn imitaattorit)"
"arrangers" "järjestelijät"
"high-paid" "hyvin palkattu"
"fifty-foot" "viisikymmentä jalkaa"
"sames" "samet"
"myspaces" "MySpace-palvelu"
"g-r-i-p" "tarttuminen"
"eye-drop" "silmätippa"
"ghg" "kasvihuonekaasut"
"pfizer" "Pfizer (lääketehdas)"
"glaxosmithkline" "GlaxoSmithKline (lääkeyhtiö)"
"jockin-jockin" "kiero"
"jockin-j-jockin-jockin" "kujeilu"
"to-day" "tänään"
"chi-chis" "tissit"
"zanottis" "kengät"
"federales" "liittohallitus"
"camouflauge" "peittää"
"woman-friend" "ystävätär"
"half-moons" "puolikuut"
"babe-ooh" "tyttö"
"rght" "oikea"
"bro-dog" "kaverikoira"
"vicki" "kiusaaja"
"dunie" "hölmö"
"dictatorships" "diktatuuri"
"dont-dont" "lopeta"
"honto" "totuudessa"
"anokoro" "menneisyydessä"
"omoikasu" "arvostaa"
"asenai" "pysty"
"deai" "tapaaminen"
"moushikon" "kunnioitettava"
"tegami" "kirje"
"shitatameru" "luoda"
"chie" "viisaus"
"shibori" "purkaa"
"bokyabu" "painajaishirviö"
"daremo" "kukaan"
"hotto" "kuumennettu"
"kyashinai" "hemmoteltu"
"deru" "ulottuva"
"h-e-r" "hänen"
"hoka" "virhe"
"hayari" "kiusallinen"
"shiteku" "tekemässä"
"kedo" "mutta"
"odottetai" "odottaen"
"owachattanai" "katsomassa"
"kore" "tämä"
"hajimaridatte" "aloittaen"
"smpte" "ajallinen säätö"
"ra-ra-ra-ra-rappers" "räppärit"
"ahhnah" "ei todellakaan"
"we-we-we" "me"
"alwe" "alati"
"mommey" "äiti"
"out-of-town-bound" "kaupungin ulkopuolelle matkalla"
"sellouts" "myyjät"
"abloh" "muotisuunnittelija"
"awayer" "pois"
"empowerer" "voimaannuttaja"
"flossed" "kimaltaen"
"angola" "Angola"
"militias" "sissit"
"genevas" "Geneve"
"rapers" "raiskaajat"
"villagers" "kyläläiset"
"pillagers" "ryöstävät"
"torturers" "kiduttajat"
"moissanites" "muissanit (korukivi)"
"padrino" "kumppani"
"mulignan" "joukkueen jäsen"
"molley" "bändi"
"riky" "ystävä"
"anatii" "taiteilija"
"nyani" "muusikko"
"rawx" "raaka"
"neverbroke" "vannoutunut"
"reece" "ystävyyssuhde"
"codees" "suojelija"
"glocc" "peloton"
"foleys" "sparraaja"
"gillettes" "tukija"
"mcgriff" "yhteyshenkilö"
"rat-a-tat-tattin" "tavoitteiden saavuttaminen"
"deman" "tukija"
"ex-hustler" "entinen työtoveri"
"ex-wig" "entinen yhteistyökumppani"
"iyawo" "liikekumppani"
"razz" "rentoutuminen"
"drumset" "ryhmä"
"dbanj" "mentor"
"toh" "kielentulkki"
"gospitel" "inspiraatio"
"pacll" "luottohenkilö"
"sexology" "konsultti"
"neckties" "yhteyshenkilöt"
"thigh-highs" "liittymäkohta"
"woosh" "iloinen yllätys"
"kenyatta" "Kenian presidentin nimi"
"torhi" "viljan punnitus- ja kaupankäynnissä käytetty väline"
"hehehehehehehehe" "naurun merkitsevä ääntely"
"six-year" "kuusivuotias"
"jamario" "miehen nimi"
"compe-tation" "kilpailu"
"brokeback" "rikkinäinen"
"bitchin-ass" "mahtava, huippuluokkaa"
"fasted" "paastoaa"
"gun-clappers" "aseilla uhkaileva tai ampuva henkilö"
"akeelah" "naisen nimi"
"aldermen" "kunnan tai kaupunginvaltuuston jäsen"
"87th" "kuudenkymmenen kahdeksannen jälkeen tuleva luku"
"sprewell" "miehen nimi"
"alicias" "naisen nimi"
"wa-wa-wa-wa-wa-wait" "odota hetki"
"s-u-c-k" "imeä"
"u-c-k" "oksentaa"
"c-l-u-c-k" "kiekua (kukko)"
"short-circuit" "oikosulku"
"sunken-" "upottaa"
"makeov" "muodonmuutos"
"err-err" "virhekoodi"
"swished" "hulmahtaa"
"countin-" "laskea"
"clique-clique-clique" "kaveriporukka"
"well-standing" "maineikas"
"schiller" "miehen nimi"
"shia" "miehen nimi"
"alot-ta" "paljon"
"outfox" "johdatella harhaan"
"boxster" "urheiluauto"
"sayonce" "sanoa kerran"
"before-fore" "ennen"
"multi-billion" "monen miljardin"
"36-years-old" "36-vuotias"
"jodorowsky" "Jodorowsky"
"jodorowskys" "Jodorowskyn"
"pigeonholing" "lokeroiminen"
"ctg" "Khemtrails-kemikaalit"
"fourfiveseconds" "neljä viittä sekuntia"
"reselling" "uudelleenmyynti"
"separatism" "separatismi"
"sneakerhead" "lenkkariharrastaja"
"contractually" "sopimuksen perusteella"
"adidias" "Adidas"
"cankles" "nilkatyhjä"
"palates" "maku-lahkeita"
"re-releases" "uudelleenjulkaiseminen"
"tolerated" "sietää"
"honoured" "kunnioittaa"
"classicism" "klassismi"
"opinon" "mielipide"
"pinkett-smith-winfrey-knowles-carter" "Pinkett Smith Winfrey Knowles Carter"
"goude" "Goude"
"nudity" "alastomuus"
"hollad" "hyväksyä"
"career-wise" "uran kannalta"
"orfèvres" "kultaseppiä"
"vannet" "vettä"
"tenker" "ajatteleva"
"saganatt" "satuöinen"
"senker" "laskeva"
"berget" "vuori"
"kjemperad" "jättiläismäinen"
"håkon" "vahva"
"verget" "suojellakseen"
"medens" "sillä aikaa kun"
"øyvind" "onnekas"
"kvad" "laulava"
"olav" "öljyä"
"malte" "maalattua"
"korset" "risti"
"høye" "korkea"
"sverre" "miekka"
"talte" "puhuva"
"bønder" "maanviljelijöitä"
"økser" "kirveitä"
"brynte" "hiottu"
"tordenskjold" "ukonvasara"
"langs" "pitkin"
"kysten" "rannikko"
"lynte" "välähtävän"
"lystes" "loistaen"
"kvinner" "naisia"
"stod" "seisoi"
"strede" "katuja"
"vare" "tavaraa"
"miseltoe" "jouluruoho"
"commes" "kaupallisuus"
"garcons" "poikien"
"mercedez" "Mercedes"
"chunkies" "palaset"
"lrg" "suuri"
"brawds" "tytöt"
"ontoem" "sisään"
"go-g-g-go-g-g-g-go" "mene-g-g-mene-g-g-g-mene"
"to-t-t-to-t-t-t-to" "tee-t-t-tee-t-t-t-tee"
"hiiii" "hiiii"
"evangelize" "saarnata"
"dreeeeeeeeeeeeams" "unelmat"
"yeeeeeeaaaaahhh" "yeeeeeeaaaaahhh"
"south-south-southside" "etelä-etelä-eteläpuoli"
"south-southside" "eteläpuoli"
"fa-a-a-a-a-ith" "usko"
"he-he-hes" "hän-hän-hän"
"hmh-hmm-hmm" "hmh-hmm-hmm"
"freak-ho" "outo-ho"
"chewie" "pureskeltava"
"yay-high" "hurraa-kohtainen"
"versionkanye" "versiokanye"
"overexposure" "ylivalotus"
"leakkanye" "vuotokanye"
"stay-cation" "loma-koti"
"nah-ney" "ei-ney"
"21-time" "21-aika"
"jk" "sisäinen vitsi"
"kramden" "kramden"
"elz" "elz"
"weeso" "pelimies"
"yandy" "naisellinen"
"uncivilized" "epäkunnioittava"
"recooper" "toipua"
"spouses" "puolisot"
"withoutem" "ilman heitä"
"kiedis" "kiedis"
"rehired" "uudelleen palkattu"
"movin-movin" "liikkuva"
"boulevardin" "bulevardeja"
"tesh" "tesh"
"kina" "riita"
"halogensll" "halogeenit"
"candy-cane" "karkkikeppi"
"oohwee" "oi jee"
"bellan" "bellan"
"floodhead" "tulvapää"
"c-o-l-o-u-r-s" "värit"
"pur-pur" "purppura"
"eight-feet" "kahdeksan jalkaa"
"10x" "10-kertainen"
"argu-a-ment" "väittely"
"trecherous" "petollinen"
"push-scale" "työntökäyrä"
"lick-four" "nuoleskella"
"millian" "miljoonan"
"gumbel" "gumbel"
"generality" "yleisyys"
"morisette" "morisette"
"babymother-shit" "lapsiäiti-paska"
"double-standards" "kaksoisstandardit"
"clear--bring" "selkeä-johtaa"
"that--do" "se-tehdä"
"everything--but" "kaikki-mutta"
"leanne" "leanne (nimi)"
"ortega" "ortega (nimi)"
"francois" "francois (nimi)"
"pinault" "pinault (nimi)"
"classist" "luokkaerotellen"
"because--it" "koska-se"
"we--" "me--"
"snobbery--" "snobbailu--"
"curriculums" "opetussuunnitelmien"
"i-ill" "minä-ill"
"sin-glay" "syntinen-sin"
"tigga" "anoa"
"moeny" "rahat"
"drene" "drene (nimi)"
"702" "702 (lukusana)"
"recuper" "hyödyntää"
"skrippers" "strippareiden"
"re-hired" "uudelleen-palkattu"
"cornrow" "afroletti"
"cumpleaños" "syntymäpäivä"
"ménage-in" "taistelus"
"1-9-2" "1-9-2 (lukusana)"
"handball" "käsipallo"
"quences" "tapahtumien"
"sliffs" "litujen"
"n-y-e" "Uusi vuosi"
"fump-uh" "Ho-ho"
"muhfer" "Äiti"
"muh-nuh" "Isoäiti"
"nuhmp" "Vauva"
"crump" "Härkä"
"ev-ever" "Ikuisesti"
"ten-and-a-halfs" "Kymmenen ja puoli"
"minute-and-a-half" "Minuutti ja puoli"
"shot-call" "Pelinjohtaja"
"her-ro-oh" "Sankari"
"tentative" "Ennakkoluuloinen"
"avoutrie" "Avioliiton ulkopuolinen suhde"
"extravanganza" "Ylenpalttinen juhla"
"extravavganza" "Hienostunut juhla"
"dranky" "Juoda"
"money-over-everything" "Raha yli kaiken"
"vodka-v" "Vodka"
"vueve" "Samppanja"
"jiu-jitsu" "Jiu-jitsu"
"tuxedos" "Frakit"
"spray-can" "Spray-maalipurkki"
"cullens" "Cullenit (Kuun pimennys -kirjasarjan vampyyrisuku)"
"two-for-one" "Kaksi yhden hinnalla"
"get-well-soon-from-sick" "Paranemisia sairastumisesta"
"only-child" "Ainoa lapsi"
"nece-" "Pakollinen"
"texy" "Trendikäs"
"right-right-right-right" "Oikeaan oikealle"
"salem" "Tumma savu"
"qaedas" "väärinaisillaan (mestarillinen)"
"vividest" "eloisin"
"grittiest" "karuin"
"falsified" "vääristynyt"
"c-o-double" "kaksois"
"m-o-n" "mon-"
"clem" "uljas"
"limitin" "rajoittaa"
"gimmickin" "temppuilu"
"infinitin" "rajattomaksi tekeminen"
"le-le-le-le-le-lets" "annetaan mennä"
"red-and-black" "puna-musta"
"white-and-black" "valko-musta"
"uncharacteristic" "epätyypillinen"
"such-and-such" "niin ja näin"
"surround-vision" "ympäröivä näkökenttä"
"delving" "syvemmälle meneminen"
"relevancy" "merkityksellisyys"
"mega-beautiful" "superkaunis"
"fashion-line-wise" "muotivirtauksenäkökulmasta"
"problem-solving" "ongelmanratkaisukyky"
"nine-month" "yhdeksänkuukautinen"
"multi-lifetime" "monen eliniän mittainen"
"ma-fucka" "äiti-vauva"
"tatties" "tattiset (perunat)"
"mummies" "muumit (muumit)"
"dont-dont-dont-dont" "älä tee, älä tee, älä tee, älä tee"
"pop-pop-pop-pop-pop-pop-popped" "poksahti, poksahti, poksahti, poksahti, poksahti, poksahti"
"vickd" "korkki (luokki)"
"ebay-ed" "huutonetitetty"
"self-oriented" "itsekeskeinen"
"pin-pointing" "tarkkaavainen"
"usable" "käyttökelpoinen"
"postmodernist" "postmodernisti"
"expresso" "espresso"
"cr-im" "rikos"
"cr-" "rikos"
"going-" "mennä"
"geminis" "kaksoset"
"hip-hop-head" "hip hop -fani"
"shakespearian" "shakespearelainen"
"gr-green" "vihreä"
"rreeal" "todellinen"
"solars" "aurinkopaneelit"
"pyrexes" "Pyrex-astiat"
"five-panel" "viisipaneelinen"
"bentaygas" "Bentley Bentayga"
"bálor" "Bálor"
"watchtv" "katsoa televisiota"
"tomorr" "huominen"
"sumliminal" "alitajuinen"
"bodybags" "ruumissäkit"
"mandals" "mandaliinit"
"brasier" "rintaliivit"
"flinchin" "säikähtää"
"sirs" "sirinät"
"filin" "tarkistaa"
"fias-wife" "fiaskon vaimo"
"bridgette" "Bridgette"
"deliverymen" "tilapäistyö töiden tuojat"
"interdependent" "toisistaan riippuvaiset"
"on-air" "ilmaantumassa oleva"
"self-acknowledged" "itsensä tunnustama"
"superphilosophical" "superfilosofinen"
"80-tweets-in-160-minutes" "80 twiittiä 160 minuutissa"
"overwrought" "yliviritetty"
"camera-ready" "kameravalmis"
"noten" "sulkeutuneisuus"
"masterminding" "suunnittelemassa"
"divani" "sohva"
"naza" "Naza"
"jafarian" "Jafarian"
"evinces" "osoittaa"
"in-law" "appi/sivulaiset"
"exclaims" "huudahtaa"
"west-kardashian" "West-Kardashian"
"indulges" "hemmottelee"
"unerring" "erehtymätön"
"chicly" "tyylikkäästi"
"trash-tv" "jätettävää tv:tä"
"alternates" "vaihtoehtoilee"
"clear-eyed" "kirkassilmäinen"
"tirades" "tuliset puheet"
"friend-collaborator-rival" "ystävä-yhteistyökumppani-kilpailija"
"mainstays" "peruspilarit"
"best-of-the-year" "vuoden parhaimmat"
"unequalled" "vertaamaton"
"iron-willed" "rautaista tahdonvoimaa"
"plastic-surgery" "plastiikkakirurgiaa"
"traualtar" "alttari"
"gibst" "annat"
"ja-wort" "avio-vastaus"
"antwortet" "vastaa"
"aufblasbar" "puhallettava"
"neidisch" "kateellinen"
"halb" "puolikas"
"wirke" "vaikutan"
"distanziert" "etääntynyt"
"besuche" "vieraile"
"bewaffnet" "aseistettu"
"golfschläger" "golfmaila"
"verursache" "aiheutan"
"kieferbrüche" "leuan murtumat"
"holzfäller" "puunhakkaaja"
"zufällig" "sattumanvarainen"
"eisprung" "munasarjan puhkeaminen"
"gewinnen" "voittaa"
"nenne" "mainitsen"
"gilloutine" "giljotiini"
"spitz" "teräväkärkinen"
"woahh" "wow"
"rockafella" "kiviukko"
"overlike" "liioiteltu"
"rock-a-fello" "kivetöntä"
"take-over" "liikkeenjohdon vaihdos"
"chica-go" "kaupunki-go"
"uhhd" "hihittelen"
"acright" "pelottava"
"n-am" "minulla ei ole"
"venit" "tulla"
"orice" "mikään"
"limita" "raja"
"acum" "nyt"
"du-te" "mene"
"setat" "asettunut"
"mi-am" "minun oma"
"dorit" "haluttu"
"auto-distrug" "itsetuhoava"
"propriul" "oma"
"inamic" "vihollinen"
"într-un" "sisällä"
"videoclip" "musiikkivideo"
"ating" "koskettaa"
"subiecte" "aiheet"
"amprentele" "jäljet"
"sentimentele" "tunteet"
"unii" "jotkut/jotakin"
"de-o" "siitä"
"petrecut" "viettänyt"
"dormit" "nukkunut"
"mi-au" "minua/olen"
"despre" "noin/jostakin"
"cauza" "syy"
"semnez" "allekirjoitan"
"contractul" "sopimus"
"schimbi" "vaihtaa"
"osky" "outo/erikoinen"
"dispar" "halveksua"
"profection" "eteneminen"
"detections" "havainnot"
"connotation" "sävy"
"head-to-toe" "päästä varpaisiin"
"classist-ass" "luokkahyppyä korostava"
"tarsem" "creature-filmin ohjaaja"
"visualist" "visuaalinen"
"pharell" "hip hop -artisti ja tuottaja"
"jasper" "jalokivi"
"youngns" "nuoret"
"cranapple" "omena-karpalomehu"
"consiglieres" "neuvonantajat"
"ch-ch-" "lovemaria-ääntä"
"ch-ch-cheer" "kannustushuuto"
"oh-oh-oh-oh-oh-oh-oh-oh-oh" "pelästynyt ääni"
"baaaaaaabe" "lempinimi rakkaalle"
"baaaaaaaa-baaaaay" "lempinimi lapselle"
"oall" "hyljeksitty"
"outcha" "sinusta poissa"
"autobahns" "moottoritiet"
"beeeeeee" "olla"
"copsll" "poliisit"
"queefin" "ilmava"
"squeekin" "pikkuääniä"
"versell" "vahvistettava"
"s-s-s-s" "sihahtava"
"yugo" "itäeurooppalainen"
"rhymemodes" "riimirytmit"
"conman" "huijari"
"alchies" "alkoholistit"
"preface" "johdanto"
"impute" "asettaa vastuuseen"
"tinkering" "säätäminen"
"neurological" "neurologinen"
"phenomena" "ilmiöt"
"predictably" "ennustettavasti"
"novartis" "lääketeollisuusyritys"
"animal-rights" "eläintenoikeudet"
"pw" "salasana"
"segues" "siirtymä"
"curated" "huolella valittu"
"synethetes" "synesteten"
"eighteenth" "kahdeksanneksi toiseksi"
"cheban" "kaltainen"
"three-eighty" "kolmetoistakaksikymmentä"
"mobsta" "rikollinen"
"czechoslovakian" "tsekkoslovakialainen"
"bi-no" "biseksuaalinen"
"two-six" "kuudentoista"
"frankincense" "suitsuke"
"thugdizzle" "roistous"
"scorpions" "skorpionit"
"drooped" "notkea"
"thermo" "lämpö"
"stalely" "tunkkaisesti"
"0-4" "nolla-neljä"
"chuuch" "seurakunta"
"go-getta" "menestyjä"
"9-1" "yhdeksän-yksi"
"9-2" "yhdeksän-kaksi"
"readjustin" "uudelleen säätää"
"playforfree" "pelaa-ilmaiseksi"
"wzup" "mitäkuuluu"
"394" "kolmesataayhdeksänkymmentäneljä"
"hi-" "hei-"
"preciously" "arvokkaasti"
"hospitably" "vieraanvaraisesti"
"care-" "huomaava"
"strack" "kappale"
"weapon-concealing" "aseita-peittävä"
"netti" "internet"
"twis" "kierre"
"k-tilla" "kahvilassa"
"hellafied" "helvetillinen"
"sight-scene" "näky-kohtaus"
"paraphrased" "uudelleen muotoiltu"
"lachapelle" "huvila"
"lachapelles" "huvilat"
"wast" "hukkaan heitetty"
"escalada" "kiipeilyä"
"yo-yos" "jojoja"
"angin" "ärtynyt"
"th-iz-ug" "sekalainen"
"pi-pimp" "pompottaa"
"du-dude" "jätkä"
"c-a-d-i" "auto"
"cule" "söpö"
"i-i-ain" "iäinen"
"fitta" "pillu"
"splain" "selittää"
"dunzillas" "massiivinen"
"rashaun" "nainen"
"eurocentrics" "eurokeskeinen"
"situa" "tilanne"
"representa" "edustaa"
"ovula" "munasolu"
"sensationll" "aistillinen"
"disarrays" "sekasorto"
"sub-terrainian" "maanalainen"
"masterminds" "neropatit"
"restitutes" "palauttaa"
"goatees" "pukinparta"
"employers" "työnantajia"
"ammends" "korjaa"
"curtsy" "niiata"
"showstudio" "esittää"
"evoking" "herätellä"
"organisations" "organisaatioita"
"philosophise" "filosofoi"
"civilisation" "sivilisaatio"
"synthesise" "syntetisoida"
"prometheus" "prometheus"
"organisation" "järjestö"
"chicest" "tyylikkäin"
"hamnett" "Hamnett"
"re-aim" "uudelleenkohdentaa"
"colla" "liima"
"studin" "opiskeleva"
"never-quite-was" "ei-koskaan-todella-ollenkaan"
"mamman" "äiti"
"shata" "kakata"
"noons" "keskipäivät"
"fornicating" "haurehtiminen"
"dicin" "diktiini"
"boozy" "humalainen"
"geeda" "geema"
"cheeze" "juusto"
"noxzema" "Noxzema"
"collas" "kollaasit"
"f-a-i-l" "EPÄONNISTUMINEN"
"izod" "Izod"
"ray-ban" "Ray-Ban"
"kiiiiiiiilled" "tappaminen"
"haaaaaaaaaaaaaa" "haukkuminen"
"miutherfucking" "vitun"
"sping" "spinaaminen"
"pre-sold" "ennakkoon-myyty"
"multi-disciplined" "monialainen"
"likable" "miellyttävä"
"bathgate" "Bathgate"
"conch" "simpukankuori"
"ally-ally" "liittolais-liittolaisia"
"ooh-oh-ooh" "ooh-oh-ooh"
"banded" "bändillä varustettu"
"prototyped" "prototyyppi"
"50-pop" "50-luvun pop"
"wrist-grace" "rannekoru"
"00s" "2000-luvun alku"
"megabrand" "suurbrändi"
"womenswear" "naisten vaatteet"
"tailors" "räätälit"
"dressmakers" "vaatturit"
"tailoring" "räätälöinti"
"restyled" "uudelleen muotoiltu"
"upbringings" "kasvatus"
"me-just" "minä-juuri"
"kraftwerk" "Kraftwerk (saksalainen musiikkiryhmä)"
"beirendonck" "Van Beirendonck (belgialainen muotisuunnittelija)"
"scared-because" "peloissani-koska"
"industrial-design" "teollinen muotoilu"
"them-you" "heitä-sinä"
"mundaneness" "arkisuus"
"hip-hop-i" "hip hop"
"another-you" "toinen-sinä"
"decorator" "sisustaja"
"green-youre" "vihreä-sinä"
"21st-century" "2000-luku"
"video-where" "video-jossa"
"instantly-would-get-somebodys-dick-hard" "heti-saisi-jonkun-kullin-kovaksi"
"girl-im" "tyttö-minä"
"juxtaposed" "rinnakkain sijoitettu"
"mother-in-law" "anoppi"
"mcmansions" "röyhkeä kaunoinhuone"
"lifebeat" "elämänlyönti"
"médecins" "lääkärit"
"oxfam" "Oxfam-järjestö"
"19s" "1910-luku"
"frijole" "papu"
"gatos" "kissat"
"m3s" "metrit kuutioina"
"cardy" "neuletakki"
"swifter" "pölyhuiska"
"je-sus" "Jeesus"
"knock-right" "pamauttaa käsillä"
"magnificence" "suuruus"
"to-ma-to" "tomaatti"
"ninell" "nimi/paikannimi"
"parable" "vertauskuvallinen kertomus"
"thats-" "se on"
"ooh-whoo" "ooh whu!"
"ooh-whoo-whoo-whoo" "ooh whu whu whu!"
"ooh-whoo-whoo" "ooh whu whu!"
"coutesy" "kohteliaisuus"
"thiefed" "varastaa"
"goucci" "Gucci-merkki"
"he-sus" "Jeesus"
"freakenin" "hirveässä vauhdissa"
"deet" "hyttysenkarkoitin"
"7-seater" "seitsemän paikkainen"
"gekyume" "musiikkitaiteilijan nimi"
"slangs" "slangi/kieli"
"brooklyn-i" "tekniikka/tyyli"
"4-2-0" "neljä-kaksi-nolla"
"3-2-5" "kolme-kaksi-viisi"
"slk" "salainen koodi"
"cousine" "serkku/sukulaissuhde"
"waiver" "luopuminen"
"costanoticia" "kustannustietoinen"
"osbe" "ominaisuuksiltaan selkeästi yli par"
"ah-ah-ho-ee-ee" "ah-li-li-ho-ee-ee"
"ah-oh-yeah" "ah-oh-joo"
"fawner" "imartelija"
"sumfuh" "samoin kuin"
"doofaday" "tyhymä/pöljän yksinkertainen henkilö"
"uni-qlo" "uniikki tyyli"
"pullover" "neule/pusero"
"altoids" "kuuma jano/tuore kahvi"
"phontigga" "puhelin/tietokone"
"non-believing" "epäilevä"
"free-some" "vapaamielinen"
"going--" "liikkumassa"
"my--my" "oi-jumalani"
"understand--" "ymmärtää+..."
"three--whatever" "kolme+millainen tahansa"
"shes--" "hän on/oli+..."
"thats--thats" "se on+..."
"ellens" "Ellen/sinun"
"selah" "pysäytys"
"leavesll" "jättää l/nopettaa l"
"speedballing" "nopea palloilu/liikkuminen"
"kamasutra" "Kamasutra"
"spacial" "avaruudellinen"
"denu" "testauksen"
"yitch" "yitch"
"7-10" "7-10"
"e-man" "e-mies"
"versing" "pelaaminen"
"blakka" "blakka"
"lenore" "Lenore"
"pinked" "vaaleanpunainen"
"steadman" "Steadman"
"sum-dum-dum" "sum-dum-dum"
"bom-bom" "bom-bom"
"yo-doh" "yo-doh"
"c-i-n-c-i-a" "c-i-n-c-i-a"
"sherbets" "sherbetit"
"t-op" "t-op"
"wayde" "Wayde"
"malouf" "Malouf"
"g-mix" "g-mix"
"sfx" "sfx"
"boing" "boing"
